,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8
S_0,0.0,1.6327222896258344e-153,8.951502010967515e-69,0.0001472016781509545,0.9996378762763511,0.00021492204549791946,6.700220700321537e-19,7.311913005741871e-213,6.841790750238026e-169
S_1,0.0,1.3784251257471332e-140,3.915576004548452e-71,4.875687117572115e-05,0.9999465800515857,4.663077238692691e-06,1.7327844151219015e-22,1.9949159897387828e-303,1.4142840908396123e-119
S_2,0.0,0.000871432925641735,0.00011140580261104289,0.06213941369845691,0.8424790921118928,0.09200598736519223,0.0020964136320078424,1.1719546126078994e-10,0.00029625434700205917
S_3,0.0,8.16313077041148e-86,1.5745071885335311e-58,0.0018474881738207109,0.9960084445865524,0.0021440672396267233,1.9048982023200165e-16,2.668258951876326e-151,3.1823672298391823e-107
S_4,0.0,6.957268783421929e-167,6.103403458935972e-69,0.002254461302885775,0.9959808399655399,0.0017646987315742915,9.339918405864401e-21,0.0,3.7304464523137726e-137
S_5,0.0,1.8729620230048008e-05,0.002441026041851812,0.08446923890337016,0.8716477771046518,0.03728536811707727,0.0038176817778118105,0.0003201784350070687,4.4354703253924824e-21
S_6,0.0,7.014128131109195e-159,3.324798785362961e-73,0.00021724167172694153,0.9994665891375228,0.0003161691907502165,3.16255111042851e-17,1.3781368754907466e-220,2.882037135642969e-185
