,S_0,S_1,S_2,S_3,S_4
S_0,0.0,0.5346730672648367,0.6913379217896629,0.7184597668257232,0.5936653704252814
S_1,0.5346730672648365,0.0,0.5798577019133018,0.6029010204655435,0.5462022687747745
S_2,0.6913379217896628,0.5798577019133018,0.0,0.044814227853242676,0.1266333254432981
S_3,0.718459766825723,0.6029010204655435,0.044814227853242676,0.0,0.16741719003022837
S_4,0.5936653704252811,0.5462022687747744,0.12663332544329808,0.16741719003022834,0.0
