,S_0,S_1,S_2,S_3
S_0,0.0,312.8602475795231,180.82257809817062,218.6571288094906
S_1,312.8602475795231,0.0,306.5853646940867,292.0296890651361
S_2,180.82257809817057,306.5853646940866,0.0,225.59399385310414
S_3,218.65712880949056,292.02968906513604,225.59399385310414,0.0
