,S_0,S_1,S_2,S_3
S_0,0.0,481.82070086118074,441.42977733357833,475.66034905372146
S_1,481.82070086118074,0.0,472.5933348771145,505.59292064649145
S_2,441.42977733357844,472.5933348771145,0.0,474.5929391592192
S_3,475.66034905372163,505.5929206464916,474.59293915921927,0.0
