,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9,O_10,O_11
S_0,0.0,0.0,0.0,0.00010237106860558782,8.982404720682768e-22,0.02143468566468203,0.1608122395017435,0.5105822920486809,0.29922475800048687,0.0012999003848307314,0.006543753330970645,4.4579671513632414e-20
S_1,0.0,0.0,0.0,0.011868441095430077,2.0028624078801407e-30,5.7072141930167275e-06,0.10751380629058213,0.712929661083773,0.16761316308213836,6.922078443384109e-05,4.49449545248801e-10,3.467974645082634e-49
S_2,0.0,0.0,0.0,5.710966279034859e-28,8.916406383613404e-16,0.0013337840369360408,0.03537617250631289,0.9098638689920554,0.04336186262734238,0.009168229332066576,0.0008960825052857586,5.5994985810487786e-24
S_3,0.0,0.0,0.0,2.9096485980269796e-24,0.014735457680349904,0.0225622490741884,0.42354956486289713,0.31224964308061626,0.17874546294580893,0.04078989351544963,5.116553688255231e-13,0.007367728840178302
