,S_0,S_1,S_2,S_3
S_0,0.0,177.30325327483575,169.22478478737176,175.53694652005257
S_1,177.30325327483578,0.0,173.36934121455366,173.0922546520196
S_2,169.22478478737176,173.36934121455366,0.0,168.82205024764664
S_3,175.53694652005262,173.09225465201962,168.8220502476467,0.0
