,S_0,S_1,S_2,S_3
S_0,0.0,139.79926581718004,17.96043621895903,97.69758042505467
S_1,139.79926581718001,0.0,142.76325220518368,89.05703184453645
S_2,17.96043621895903,142.76325220518368,0.0,107.37222736579652
S_3,97.69758042505465,89.05703184453645,107.3722273657965,0.0
