,S_0,S_1,S_2,S_3
S_0,0.0,175.1362831730638,171.7189193609914,172.26715530408526
S_1,175.1362831730638,0.0,171.83012023099954,169.46231853430692
S_2,171.7189193609914,171.83012023099954,0.0,171.46719576950557
S_3,172.26715530408524,169.4623185343069,171.46719576950554,0.0
