,S_0,S_1,S_2,S_3
S_0,0.0,171.93593576346728,165.3447733881872,164.27775373798653
S_1,171.93593576346728,0.0,176.63065267938748,169.87775745209348
S_2,165.34477338818715,176.63065267938745,0.0,173.8547093252551
S_3,164.2777537379865,169.87775745209345,173.85470932525513,0.0
