,S_0,S_1,S_2,S_3,S_4
S_0,0.0,1.4406016965334623,1.8651345421926795,3.5469336843785335,1.4646772557982553
S_1,1.4406016965334623,0.0,1.7552988162962408,3.656614589823455,1.3690558201183998
S_2,1.8651345421926788,1.7552988162962402,0.0,4.3113435168094805,0.6102270502056536
S_3,3.546933684378533,3.6566145898234543,4.311343516809481,0.0,3.9102365295395
S_4,1.464677255798255,1.3690558201183995,0.6102270502056537,3.9102365295395,0.0
