,S_0,S_1,S_2,S_3
S_0,0.0,503.31707091217856,481.9124208190801,474.2270582957831
S_1,503.31707091217856,0.0,451.97846917974493,487.1304852344699
S_2,481.9124208190801,451.97846917974493,0.0,506.34555895165585
S_3,474.227058295783,487.1304852344698,506.3455589516558,0.0
