,S_0,S_1,S_2,S_3
S_0,0.0,501.9558322087712,482.4280330088338,454.5708708205046
S_1,501.9558322087712,0.0,487.93238677577716,504.85105576263817
S_2,482.4280330088338,487.93238677577716,0.0,495.68974086649627
S_3,454.5708708205045,504.85105576263817,495.68974086649627,0.0
