,S_0,S_1,S_2,S_3
S_0,0.0,458.35774718673986,434.79599816222657,476.7793826989559
S_1,458.35774718673986,0.0,455.70371812197726,450.4533536550194
S_2,434.79599816222645,455.7037181219771,0.0,481.2562653006954
S_3,476.7793826989559,450.4533536550194,481.2562653006956,0.0
