,S_0,S_1,S_2,S_3
S_0,0.0,173.866388168494,172.00764015015403,168.73761368631693
S_1,173.866388168494,0.0,174.7629217982507,168.10985476096886
S_2,172.00764015015403,174.76292179825066,0.0,174.21894810958815
S_3,168.73761368631688,168.1098547609688,174.21894810958813,0.0
