,S_0,S_1,S_2,S_3
S_0,0.0,22.18739594541149,89.17982718609446,45.68822584649948
S_1,22.18739594541149,0.0,103.9879450310225,49.01742041656345
S_2,89.17982718609443,103.98794503102249,0.0,103.46635967004
S_3,45.68822584649948,49.01742041656345,103.46635967004003,0.0
