,S_0,S_1,S_2,S_3,S_4
S_0,0.0,75.76994408424159,67.80692700554968,136.31313079716122,67.45425941558109
S_1,75.76994408424159,0.0,66.58902463769552,146.6522453535709,79.1101065117316
S_2,67.8069270055497,66.58902463769552,0.0,169.06811484450418,53.16157549840739
S_3,136.31313079716125,146.6522453535709,169.06811484450418,0.0,172.56801968840875
S_4,67.4542594155811,79.1101065117316,53.16157549840739,172.56801968840875,0.0
