,S_0,S_1,S_2,S_3
S_0,0.0,453.1767661293,441.2774356152264,422.5752332626322
S_1,453.1767661293,0.0,466.9731073329447,445.4015402384659
S_2,441.2774356152263,466.97310733294455,0.0,459.47450680308026
S_3,422.5752332626322,445.4015402384659,459.47450680308026,0.0
