,S_0,S_1,S_2,S_3
S_0,0.0,178.0953080819216,173.0677863537235,173.73769900150197
S_1,178.0953080819216,0.0,167.22650095229235,156.27936523709778
S_2,173.06778635372356,167.2265009522924,0.0,160.8253484473885
S_3,173.73769900150197,156.27936523709778,160.82534844738845,0.0
