,S_0,S_1,S_2,S_3
S_0,0.0,86.0804991508535,170.102440663499,122.35537500591815
S_1,86.08049915085348,0.0,84.6060456838735,177.69397967089563
S_2,170.10244066349895,84.6060456838735,0.0,251.6838164664393
S_3,122.35537500591815,177.69397967089563,251.68381646643937,0.0
