,S_0,S_1,S_2,S_3
S_0,0.0,172.28305221807773,169.2976041868573,153.69024398303202
S_1,172.28305221807778,0.0,175.3317741710311,164.62529093180396
S_2,169.2976041868573,175.33177417103104,0.0,172.2451501778173
S_3,153.69024398303202,164.6252909318039,172.2451501778173,0.0
