,S_0,S_1,S_2,S_3
S_0,0.0,178.40885011975828,174.25052431427042,172.98690054850238
S_1,178.40885011975828,0.0,178.3378732752672,167.93304450063948
S_2,174.25052431427034,178.33787327526713,0.0,176.5085275370733
S_3,172.98690054850238,167.93304450063948,176.50852753707335,0.0
