,S_0,S_1,S_2,S_3
S_0,0.0,549.2209019652859,522.7654730314196,507.43291941005424
S_1,549.2209019652859,0.0,492.0059236574774,532.5167566904059
S_2,522.7654730314194,492.00592365747735,0.0,521.1041968129105
S_3,507.4329194100541,532.5167566904058,521.1041968129103,0.0
