,S_0,S_1,S_2,S_3
S_0,0.0,182.108978353821,176.32683093731566,180.1189369773257
S_1,182.10897835382093,0.0,183.3885533687593,174.52975667070754
S_2,176.3268309373156,183.3885533687593,0.0,178.16082047623615
S_3,180.11893697732563,174.52975667070757,178.16082047623615,0.0
