,S_0,S_1,S_2,S_3
S_0,0.0,532.8286230067622,489.97702656750903,468.0126369629854
S_1,532.8286230067622,0.0,505.69974958396557,464.68207399818374
S_2,489.9770265675091,505.69974958396574,0.0,442.8579753266951
S_3,468.0126369629854,464.68207399818374,442.857975326695,0.0
