,S_0,S_1,S_2,S_3
S_0,0.0,439.6514248764343,420.330430781848,420.8934732790862
S_1,439.65142487643413,0.0,442.99870855693575,427.0501241058857
S_2,420.33043078184795,442.99870855693587,0.0,415.9838888719498
S_3,420.8934732790861,427.05012410588574,415.9838888719498,0.0
