,0
0,1.0
1,0.030104996696758663
2,0.009742548020582225
3,0.0062851574213713835
4,0.0007605779537096678
5,-0.010455686281351946
6,-0.0014238701398857614
7,0.01656267484110839
8,-0.0038478910628454155
9,0.014991669494122757
10,0.003121549576453742
11,0.00352457424377488
12,0.010672845734209608
13,0.009530606455266537
14,-0.006066047801132449
15,-0.009493386686253817
16,0.0002674385741010333
17,-0.006806490506388772
18,-0.00839627934391618
19,0.0007057058673219342
20,-0.012644313550487934
21,-0.004181689982858639
22,-0.008244142955421302
23,0.007286265013212838
24,-0.006614760315326519
25,-0.014234044791223234
26,-0.004142144791702349
27,-0.010192679313910437
28,-0.008251658834005738
29,-0.0010130779697359114
30,0.0027677578263766924
31,-0.01787586801049969
32,-0.016358928571025357
33,-0.012036048288347215
34,-0.007048279979834555
35,-0.010406235913415747
36,-0.002061298529097712
37,-0.011437220317168565
38,-0.006608918958782945
39,-0.013944893967892367
40,-0.0009728999132188916
41,-0.010366843939847917
42,0.00036861382816138745
43,0.013580720646566114
44,-0.004546274912458047
45,0.02761713429693824
46,0.004750520763421382
47,-0.005662736401431878
48,-0.003776062765247542
49,0.014292107430013011
50,-0.006521922550043445
51,-0.009001696453809363
52,0.008849582926332807
53,0.011987121801343181
54,-0.011539612642927605
55,0.04612943084210839
56,-0.004591855011005101
57,0.022476637976507476
58,-0.008099608829653273
59,0.00493564421785272
60,0.02662070921102127
61,0.01041342264737773
62,-0.0010213182664148238
63,-0.00533046752246772
64,-0.003879902262109872
65,-0.004241945465100796
66,0.001997557931121565
67,0.017899203047853914
68,0.003727594931018849
69,-0.008409521692721899
70,-0.010655417133366952
71,-0.010201497967260888
72,0.0017184342507699658
73,-0.003830451499460621
74,-0.010248671382692746
75,0.016860854957292577
76,-0.012959914764333598
77,-0.005943483532803388
78,-0.01284565661488042
79,0.006425172637809724
80,0.05780051153233847
81,-0.0021254793779582415
82,-0.01631621789246804
83,0.009968334834105756
84,0.0055849760505997425
85,-0.009454414395268338
86,-0.016714703093147827
87,-0.010511192583344018
88,-0.0038848650155547185
89,-0.013268895038425823
90,8.967704342391815e-05
91,-0.01793422251047742
92,-0.013373379921944343
93,-0.015447043814844824
94,-0.006416402633401077
95,-0.011656995888921284
96,0.0958730605164439
97,-0.005451786142736541
98,-0.016186518700775174
99,-0.007561491394228741
100,-0.00787306207494225
