,S_0,S_1,S_2,S_3,S_4
S_0,0.0,1.1181498783204327,1.502601370343168,1.5604497732637888,1.2671187110700275
S_1,1.1181498783204327,0.0,1.3251071969131267,1.374135577714865,1.1606321444507663
S_2,1.502601370343168,1.3251071969131267,0.0,0.08896966958465916,0.2504796232017181
S_3,1.5604497732637885,1.374135577714865,0.08896966958465916,0.0,0.3280701205962001
S_4,1.2671187110700268,1.1606321444507663,0.25047962320171807,0.32807012059620005,0.0
