,S_0,S_1,S_2,S_3
S_0,0.0,103.45136170500649,90.77910325591708,87.45090357184776
S_1,103.4513617050065,0.0,171.26664606945963,79.84719544069344
S_2,90.77910325591708,171.26664606945957,0.0,103.89752390817175
S_3,87.45090357184776,79.84719544069343,103.89752390817175,0.0
