center,difference,J,Jsim
-0.010769568128237183,0.0,0.0,0.0
-0.010634948526634219,0.17800955492440587,0.17800955492440587,0.0
-0.010500328925031253,0.0,0.0,0.0
-0.010365709323428288,0.0,0.0,0.0
-0.010231089721825324,0.0,0.0,0.0
-0.01009647012022236,0.0,0.0,0.0
-0.009961850518619393,-0.17800955492440357,0.17800955492440357,0.35601910984880714
-0.009827230917016429,0.0,0.0,0.0
-0.009692611315413465,0.0,0.0,0.0
-0.0095579917138105,0.0,0.0,0.0
-0.009423372112207534,0.0,0.0,0.0
-0.00928875251060457,0.0,0.0,0.0
-0.009154132909001605,0.0,0.0,0.0
-0.009019513307398641,0.17800955492440587,0.17800955492440587,0.0
-0.008884893705795675,0.0,0.0,0.0
-0.00875027410419271,0.0,0.0,0.0
-0.008615654502589746,0.0,0.0,0.0
-0.008481034900986782,0.0,0.0,0.0
-0.008346415299383817,0.0,0.0,0.0
-0.008211795697780851,0.0,0.0,0.0
-0.008077176096177887,0.0,0.0,0.0
-0.007942556494574923,0.0,0.0,0.0
-0.007807936892971957,0.0,0.0,0.0
-0.007673317291368993,0.0,0.0,0.0
-0.007538697689766028,0.0,0.0,0.0
-0.007404078088163063,0.0,0.0,0.0
-0.007269458486560098,0.0,0.0,0.0
-0.007134838884957134,0.0,0.0,0.0
-0.0070002192833541685,0.0,0.0,0.0
-0.006865599681751204,0.0,0.0,0.0
-0.006730980080148239,0.0,0.0,0.0
-0.0065963604785452745,0.0,0.0,0.0
-0.006461740876942309,0.0,0.0,0.0
-0.006327121275339345,-0.17800955492440587,0.17800955492440587,0.35601910984881174
-0.0061925016737363805,0.0,0.0,0.0
-0.006057882072133415,0.0,0.0,0.0
-0.005923262470530451,0.0,0.17800955492440587,0.17800955492440587
-0.005788642868927486,0.17800955492440473,0.17800955492440473,0.0
-0.005654023267324521,-0.17800955492440587,0.17800955492440587,0.35601910984881174
-0.005519403665721556,0.0,0.0,0.0
-0.005384784064118592,0.17800955492440587,0.17800955492440587,0.0
-0.005250164462515626,0.17800955492440473,0.17800955492440473,0.0
-0.005115544860912662,0.0,0.0,0.0
-0.004980925259309697,0.17800955492440473,0.17800955492440473,0.0
-0.004846305657706732,0.0,0.0,0.0
-0.004711686056103767,0.0,0.0,0.0
-0.004577066454500803,0.0,0.5340286647732176,0.5340286647732176
-0.0044424468528978375,0.17800955492440473,0.7120382196976189,0.5340286647732142
-0.004307827251294873,-0.17800955492440584,0.5340286647732176,0.7120382196976235
-0.004173207649691909,0.1780095549244059,0.5340286647732176,0.35601910984881174
-0.0040385880480889435,0.0,0.5340286647732142,0.5340286647732142
-0.0039039684464859787,0.3560191098488106,0.5340286647732159,0.1780095549244053
-0.003769348844883014,-0.1780095549244053,0.1780095549244053,0.3560191098488106
-0.003634729243280049,-1.068057329546432,0.8900477746220264,1.9581051041684583
-0.0035001096416770842,0.5340286647732159,0.5340286647732159,0.0
-0.0033654900400741194,0.7120382196976212,0.7120382196976212,0.0
-0.0032308704384711546,0.1780095549244054,1.2460668844708371,1.0680573295464317
-0.0030962508368681902,0.5340286647732176,1.0680573295464353,0.5340286647732176
-0.0029616312352652254,0.5340286647732158,2.1361146590928635,1.6020859943196477
-0.0028270116336622606,-1.4240764393952423,2.1361146590928635,3.5601910984881058
-0.002692392032059296,-0.3560191098488108,3.02616243371489,3.382181543563701
-0.002557772430456331,0.0,3.7382006534125107,3.7382006534125107
