,S_0,S_1,S_2,S_3,S_4,S_5,S_6
-0.010634948526634219,0.0,0.0,0.0,0.0,0.0,0.0002736826237727098,0.0
-0.009961850518619393,0.0,0.0,0.0,0.0,0.0,0.0,0.004951098197141273
-0.009019513307398641,0.0,0.0,0.0,0.0,0.0,0.0002736826237727098,0.0
-0.006327121275339345,0.0,0.0,0.0,0.0,0.0,0.0002736826237727098,0.0
-0.005923262470530451,0.0,0.0,0.0,0.0,0.0,0.0,0.004951098197141273
-0.005788642868927486,0.0,0.00027378530487117265,0.0,0.0,0.0,0.0,0.0
-0.005654023267324521,0.0,0.0,0.0,0.0,0.0,0.0002736826237727098,0.0
-0.005384784064118592,0.0,0.0,0.0,0.0,0.0,0.0,0.004951098197141273
-0.005250164462515626,0.0,0.00027378530487117265,0.0,0.0,0.0,0.0,0.0
-0.004980925259309697,0.0,2.5991816920171816e-250,0.0,0.0,0.0,0.0002736826237727098,5.441970388301113e-216
-0.004577066454500803,0.0,0.0,0.0,0.0,0.0,0.0,0.014853294591423817
-0.0044424468528978375,0.0,0.0008218614253946958,0.0,0.0,0.0,0.00027317730257720867,0.0
-0.004307827251294873,0.0,0.0,0.0,0.0,0.0,0.0005221471694221719,0.005407309773218384
-0.004173207649691909,0.0,0.0002750128219070965,0.0,0.0,0.0,0.0002815750434157553,0.0047861208884216995
-0.0040385880480889435,0.0,0.0,0.0,0.0,0.0,0.0008210478713181293,0.0
-0.0039039684464859787,0.0,0.0,0.0,0.0,0.0,0.0008210478713181293,0.0
-0.003769348844883014,0.0,0.0,0.0,0.0,0.0,0.0002736826237727098,0.0
-0.003634729243280049,0.00011195786165708485,0.00110751775065144,0.0,0.0,0.0,0.0,0.0
-0.0035001096416770842,0.0,0.0,0.0,0.0,0.0,0.0008210478713181293,5e-324
-0.0033654900400741194,5.511224755659478e-164,1.5011426578181056e-37,9.697512311702325e-05,0.0,0.0,0.0008370433640896792,0.0
-0.0032308704384711546,0.0,0.0003134810949188838,0.0,0.0,0.0,0.0016024148401910978,0.0
-0.0030962508368681902,0.00010869647611788607,0.0,0.0,0.0,0.0,0.0013883971137675002,0.0
-0.0029616312352652254,0.0,0.0032854236584540716,0.0,0.0,0.0,0.0,0.0
-0.0028270116336622606,0.0,0.0019665369685325216,9.417716894745768e-05,0.0,0.0,0.0010681397837746008,0.0
-0.002692392032059296,0.0,0.0007046007248945162,0.0,0.0,0.0,0.003626952105325608,0.005812817745760778
-0.002557772430456331,0.0,0.002063799225321394,0.0,0.0,0.0,0.0036843098861280964,1.0087845453532397e-299
-0.002423152828853366,0.0,0.0025008231416800337,0.0,2.242936986256747e-155,0.0,0.0035211324960385546,0.0
-0.0022885332272504014,0.0,0.008287255521934886,0.0,0.0,0.0,0.0045789358676167945,0.0
-0.0021539136256474366,7.074713412774633e-235,0.0023312262307478683,0.000343924556913297,0.0,0.0,0.009345155295458492,0.0
-0.0020192940240444717,0.00030447556244218973,0.010044355858694905,1.9289881299990645e-06,0.0,0.0,0.005815621953238969,0.046778785588639786
-0.001884674422441507,0.00027631387507012295,0.013545058976326409,0.0009730285668912073,0.0,0.0,0.005251359403981769,0.03730715158317353
-0.0017500548208385421,0.0014478780014218014,0.011298156554106086,0.0007259218568403924,2.0724784830416342e-190,0.00016941442775566756,0.01377142990885377,0.004593843117207729
-0.0016154352192355773,0.00044989030741030456,0.011926693493263753,0.004017408811962739,0.00021417088531598016,1.5083212700232288e-44,0.016297989386983076,8.277657590519599e-96
-0.0014808156176326127,0.006714004597932663,0.020954927906440098,1.1083653309211708e-07,1.525697459004921e-07,0.0006220461056314166,0.01756943003973027,3.727658702622617e-67
-0.001346196016029648,0.010048272638810907,0.01963984963573995,0.00151981696089535,0.0005512765870414319,1.3459858716367793e-07,0.01988781713516335,0.04894356842166791
-0.001211576414426683,0.006705715308765391,0.0212321281010431,0.012692784973277225,0.002117459855064122,2.92504353765797e-54,0.028685411974354723,1.919819357621329e-26
-0.0010769568128237183,0.01822077171561158,0.02985787092180425,0.014298196549575868,0.0033899034822572403,0.0018582925577126388,0.030230453727968426,0.05915748188360215
-0.0009423372112207535,0.017408920327993963,0.03260807984095128,0.031764383641548787,7.845404771133099e-12,0.018263005786642715,0.043601242512495884,0.0798202513371576
-0.0008077176096177887,0.042262792724501994,0.026489823358421368,0.03160973714724364,0.01152691813887383,0.017180218553781,0.04139898191250185,1.1268541750996898e-08
-0.000673098008014824,0.055666223524294116,0.04528981655630125,0.050800800479547756,0.020200635079813425,0.03570738147363395,0.04828529897452176,0.03687459691750113
-0.0005384784064118591,0.05115674181489298,0.06012900180075289,0.09191114437929647,0.05206127554606829,0.06000649739905306,0.04554080534426295,4.1246119940432685e-06
-0.00040385880480889433,0.06999081477434195,0.04610825737201214,0.07016660044021313,0.05303202346330206,0.1394045223082393,0.048887277360614774,8.447259279075651e-128
-0.00026923920320592957,0.07806387680003789,0.044546713658135235,0.08332029392860348,0.09524578625743914,0.12742034238275335,0.047615121630846975,1.7496352385921947e-32
-0.00013461960160296478,0.08710739389734695,0.062445275941764675,0.07745077537156887,0.11378877190382021,0.1385836784085944,0.04230814346181969,1.149319758745531e-07
0.0,0.08674143192329416,0.055050522771050825,0.07595099852776532,0.1527727945561829,0.11516464368840254,0.044047738263387946,1.5565003246633407e-30
0.00013461960160296478,0.06437752887754687,0.04565896282150534,0.09904166209486753,0.15600704508216415,0.07927203163469133,0.04372102988465597,0.10028903224492469
0.00026923920320592957,0.06303309557468327,0.03960421744946541,0.08791091682903371,0.11008417612979107,0.09582829485150708,0.05112649357183498,0.07727248747391124
0.00040385880480889433,0.0867257510411145,0.05777150052441832,0.05835137210522601,0.10643373534662713,0.07175532175790936,0.04586777853223867,0.021071894414382158
0.0005384784064118591,0.06739052845799319,0.046776804629882714,0.07793461824237263,0.09116713189502566,0.004490472719388534,0.05671165069183975,0.10582650423533684
0.000673098008014824,0.05896845187225604,0.04464685709710659,0.04907975967750476,0.018697098066643204,0.04680479299051583,0.04534138781989171,1.183308277789502e-27
0.0008077176096177887,0.04515736760173791,0.03846170932003845,0.025456533308572647,0.008367442677812791,0.023731210428865845,0.035920907976739906,0.046171096194852976
0.0009423372112207535,0.033675900150530395,0.02520515275688664,0.019750126990275386,0.0010764611669321041,0.01199540024367271,0.038006393278320005,0.012899772400976965
0.0010769568128237183,0.02618141810217218,0.02890952663830271,0.008189428225102427,0.00292754715555326,0.0055852383867610695,0.023457006725578308,2.2500417449601287e-195
0.001211576414426683,0.006947862127987099,0.02242998326494478,0.014324904217480528,9.413645610447874e-48,0.003959312206085408,0.021176743602735127,0.1033209458792953
0.001346196016029648,0.004543325446520854,0.023174348006466342,0.00638862427719473,4.8871123123809295e-48,0.002044090209155523,0.017083153165578808,8.458766593670985e-104
0.0014808156176326127,0.003628453433218437,0.016856583776818326,0.002576131289312048,0.00024146503574127545,2.392718574673005e-79,0.019928824656217328,0.04630697269548787
0.0016154352192355773,0.0035419851938466233,0.015127111395137574,9.973278964685913e-24,0.0,0.0,0.01656919720851414,8.655841419931091e-94
0.0017500548208385421,0.0022817663937418835,0.010043876900322532,0.0012764487106536365,3.4284708222812643e-90,3.864567986129104e-64,0.0124422010687943,1.1778096280789217e-111
0.001884674422441507,0.0003802914289474444,0.005600834609392912,0.0009265152148312265,1.3778317733340276e-304,9.935871728351478e-208,0.011304193806636883,6.193449428003681e-259
0.0020192940240444717,0.000283932660351216,0.010553697860428961,0.0006837654511767696,9.672911093940026e-05,9.322665963487529e-23,0.005392345118114656,0.02359761911811455
0.0021539136256474366,2.957620610483547e-255,0.009514796957172734,2.8954927035505916e-07,2.7841743323479916e-154,0.00015365688066003628,0.0035548892519684373,0.011219070555759447
0.0022885332272504014,0.0,0.00436409936979949,0.0,0.0,0.0,0.0027532855706013863,1.40958084996e-313
0.002423152828853366,0.0,0.004205941297423499,0.0,0.0,0.0,0.00044824071304012394,2.448257161540197e-193
0.002557772430456331,6.845589453283851e-279,0.003290996783987062,0.0003046732570913887,0.0,0.0,0.0037694752671704043,0.0012295375127588297
0.002692392032059296,0.0,0.001655012302455647,0.0,0.0,0.0,0.0009749098490940907,0.016798488504733648
0.0028270116336622606,0.0,0.001735943695554823,0.0,0.0,0.0,0.0023699467135262367,0.0
0.0029616312352652254,0.0,0.0022237593893009466,0.0,0.0,0.0,0.0013349487238102453,0.0
0.0030962508368681902,0.0,0.0010832747183783277,0.0,0.0,0.0,0.0002855446744364281,0.0
0.0032308704384711546,0.0,0.0016545107938976918,0.0,0.0,0.0,0.00029679169264807754,0.004319669024134165
0.0033654900400741194,0.0,0.0002739619410576082,0.0,0.0,0.0,0.0005471886776045059,0.0
0.0035001096416770842,0.0,0.0008068349055253819,0.0,0.0,0.0,0.000561880810646355,4.605894808249011e-210
0.003634729243280049,9.616950540829969e-05,1.770121271290134e-111,0.0,0.0,0.0,6.362770968429504e-148,0.015743754054008578
0.003769348844883014,0.0,0.00027378530487117265,0.0,0.0,0.0,0.0,0.0
0.0039039684464859787,0.0,0.0005296606975376853,0.0,0.0,0.0,0.0,0.010226076940288712
0.0040385880480889435,0.0,0.0,0.0,0.0,0.0,0.0019157783664089684,0.0
0.004173207649691909,0.0,0.0,0.0,0.0,0.0,0.0008194737372909347,0.014881771708574321
0.004307827251294873,0.0,0.00022152416108574396,0.0,0.0,0.0,0.0005996067911824476,0.0
0.0044424468528978375,0.0,0.0003262821051651433,6.522225116321934e-05,0.0,0.0,0.00032157631889482153,0.0
0.004577066454500803,0.0,0.0,0.0,0.0,0.0,0.0002736826237727098,0.0
0.004711686056103767,0.0,0.0,0.0,0.0,0.0,0.0005473652475454196,0.0
0.004846305657706732,0.0,0.0002612410467794231,0.0,0.0,0.0,7.616075979235454e-258,0.010129045142204657
0.005250164462515626,0.0,0.0,3.7915808643058773e-233,0.0,0.0,0.0,0.009902196394282546
0.005654023267324521,0.0,0.0,0.0,0.0,0.0,0.0002736826237727098,0.0
0.006327121275339345,0.0,0.00027378530487117265,0.0,0.0,0.0,0.0,5e-324
0.006461740876942309,0.0,0.0002904243384172544,0.0,0.0,0.0,0.0,0.0046502000571210685
0.0065963604785452745,0.0,0.00027378530487117265,0.0,0.0,0.0,0.0,0.0
0.006730980080148239,0.0,0.00027378530487117265,0.0,0.0,0.0,0.0,0.0
0.008211795697780851,0.0,0.00027378530487117265,0.0,0.0,0.0,0.0,6.865676886984576e-263
0.009692611315413465,0.0,0.0,0.0,0.0,0.0,0.0,0.004951098197141273
0.010769568128237183,0.0,0.0,0.0,0.0,0.0,0.0002736826237727098,0.0
