,S_0,S_1,S_2,S_3,S_4
S_0,0.0,290.4446918845171,611.6730511858916,610.4715511910381,365.2380883362051
S_1,290.44469188451717,0.0,580.9686029059842,585.3688599584787,361.00767326015756
S_2,611.6730511858918,580.9686029059843,0.0,275.8675943864192,649.9384362542467
S_3,610.4715511910381,585.3688599584787,275.86759438641917,0.0,638.6211313753103
S_4,365.2380883362052,361.0076732601576,649.9384362542467,638.6211313753103,0.0
