,S_0,S_1,S_2,S_3
S_0,0.0,285.1124049017708,199.30373213039059,214.85773867200706
S_1,285.11240490177084,0.0,255.46968666467666,334.86356376661746
S_2,199.30373213039059,255.46968666467663,0.0,259.01312660844496
S_3,214.85773867200706,334.8635637666174,259.01312660844496,0.0
