,S_0,S_1,S_2,S_3,S_4
S_0,0.0,227.5832965746418,295.7368159640118,274.265047225962,246.35652986495953
S_1,227.5832965746418,0.0,327.9459148968838,398.18747156191205,307.3787712146264
S_2,295.73681596401184,327.9459148968839,0.0,432.8463214989133,231.32065202791833
S_3,274.26504722596195,398.18747156191193,432.84632149891314,0.0,367.193912474351
S_4,246.35652986495953,307.3787712146264,231.3206520279183,367.19391247435107,0.0
