,0
0,1.0
1,0.006841974639051056
2,0.0068793781032386635
3,0.005817790588971205
4,0.007221253471132756
5,0.0065919631025156125
6,0.005400852755960524
7,0.0058645707765746105
8,0.0035071147055217976
9,0.01257798584613141
10,0.007629927488468751
11,0.008323911129219246
12,0.007069125130471895
13,0.005061977665126562
14,0.006913088605834891
15,0.003410053795674086
16,0.009323643927568622
17,0.0063494303272393915
18,0.005859340787506513
19,0.010889461317980404
20,0.00455793751097399
21,0.006184580933408035
22,0.003471107518932331
23,0.0068393817828890265
24,0.004940531037162195
25,0.018776653874976304
26,0.00533900550846446
27,0.005588193252976913
28,0.007953552448314334
29,0.0044000628292815685
30,0.004504242970149049
31,0.004028643210899014
32,0.006315224967871458
33,0.0025801428024914115
34,0.0021221646443600126
35,0.001232971599117136
36,0.021000024494136044
37,0.02181154122594241
38,0.0032681548235566752
39,0.003137214654025588
40,0.002051071808391435
41,0.002947419162175268
42,0.007274653831461971
43,0.001360873312635428
44,0.0026383058854149285
45,0.003070962323158059
46,0.007432769994972994
47,0.0016837439187134748
48,0.004374659350799757
49,0.0010413638999728393
50,0.007687801880738977
51,0.00011410658160115888
52,0.004227954032984375
53,0.003266542671828575
54,0.004423664010688607
55,0.0017080695391266927
56,0.00031572448476813197
57,-0.0011817016164953594
58,0.004226531978111253
59,0.000133119670996192
60,0.0011005103299255633
61,0.0033771780138895755
62,-0.0002876797662005868
63,0.0009992839639958778
64,0.0011336624962179455
65,0.0033087971849818975
66,-0.00024149786382572216
67,0.013886822834586735
68,0.0007219388759642594
69,0.0014172709600732028
70,-0.0008973423741226421
71,-0.0003285701624107669
72,-0.0011500930832161122
73,-0.0004534005914196198
74,0.0008724067625221585
75,-0.0013059140243955338
76,-0.00026735175618836267
77,0.0015102109180961316
78,0.0019957912577906085
79,0.005817965833060723
80,0.004625858867288019
81,-0.00018909919952111903
82,0.0036087904957641153
83,-0.0010786765557721282
84,0.00321049891472452
85,-0.00013911488774074148
86,-0.0011299847050696993
87,0.0013636429064465242
88,-0.0011488426142852509
89,0.002440333378712964
90,-0.001044984338606982
91,0.0051776043146116585
92,-0.0010930794720208229
93,0.001462855673371779
94,0.00181650930897214
95,0.00022512116613741958
96,0.003225292803377643
97,0.021357164352079024
98,0.0002440678387151001
99,0.0011238892712348446
100,0.002158960599516769
