,P_0,P_1,P_2,P_3,P_4
P_0,0.0,106.97944341505084,121.81681977556333,211.33364065643585,199.32581416988154
P_1,106.97944341505084,0.0,150.62200164190116,198.88946042244615,169.94978254011096
P_2,121.81681977556333,150.62200164190116,0.0,222.72699946571223,206.88776918084136
P_3,211.33364065643582,198.88946042244612,222.72699946571217,0.0,59.77077610215902
P_4,199.32581416988154,169.94978254011096,206.88776918084136,59.770776102159026,0.0
