,P_0,P_1,P_2,P_3,P_4
P_0,0.0,39.350805420287365,29.18161588358498,73.39002084559947,155.07549508724526
P_1,39.35080542028736,0.0,65.87897035784718,97.41678122828625,115.87800652779559
P_2,29.18161588358498,65.8789703578472,0.0,50.80293682427365,179.31443543428577
P_3,73.39002084559947,97.41678122828627,50.80293682427365,0.0,194.73016326960445
P_4,155.0754950872453,115.87800652779563,179.3144354342858,194.73016326960447,0.0
