,P_0,P_1,P_2,P_3,P_4
P_0,0.0,81.75635433431918,73.05015638253889,151.93687364096385,138.98618368563928
P_1,81.75635433431918,0.0,104.07748471188327,136.80600258299373,115.35337112885533
P_2,73.05015638253889,104.07748471188327,0.0,162.89318661082345,143.0094026959183
P_3,151.93687364096382,136.8060025829937,162.89318661082342,0.0,45.53953525980424
P_4,138.98618368563928,115.35337112885533,143.0094026959183,45.539535259804246,0.0
