,P_0,P_1,P_2,P_3,P_4
P_0,0.0,111.35622033796184,23.168460551766433,108.04279088112854,98.23411913107459
P_1,111.35622033796182,0.0,88.21427304542594,47.83645903933437,81.02638135349767
P_2,23.168460551766433,88.21427304542595,0.0,84.87433032936208,98.26063239030513
P_3,108.04279088112851,47.83645903933437,84.87433032936207,0.0,125.52140381205025
P_4,98.23411913107459,81.02638135349768,98.26063239030513,125.52140381205028,0.0
