,P_0,P_1,P_2,P_3,P_4
P_0,0.0,71.7836009626102,80.43511357841764,39.953789990819914,109.18577597527323
P_1,71.7836009626102,0.0,71.4946719297871,110.37158085618314,45.98777185710633
P_2,80.43511357841764,71.4946719297871,0.0,114.89954023401027,67.86660436775126
P_3,39.953789990819914,110.37158085618314,114.89954023401027,0.0,149.13164044113813
P_4,109.18577597527323,45.98777185710633,67.86660436775126,149.13164044113813,0.0
