,P_0,P_1,P_2,P_3,P_4
P_0,0.0,75.35522973136712,99.2146952077241,102.73674482252319,93.85764443833486
P_1,75.35522973136713,0.0,134.63173381765031,106.57204654890266,123.54640914303965
P_2,99.21469520772409,134.63173381765031,0.0,157.05285722362916,59.72561596171987
P_3,102.73674482252322,106.57204654890266,157.05285722362922,0.0,116.78472659015007
P_4,93.85764443833487,123.54640914303965,59.72561596171988,116.78472659015007,0.0
