,P_0,P_1,P_2,P_3,P_4
P_0,0.0,127.24540738492126,99.92851446095722,172.7292168545132,165.99632173885215
P_1,127.24540738492125,0.0,112.3476779123879,148.52732388444983,94.07651101815904
P_2,99.92851446095722,112.34767791238791,0.0,199.13256056123177,123.94152449144403
P_3,172.7292168545132,148.52732388444986,199.13256056123177,0.0,119.48790053997973
P_4,165.99632173885215,94.07651101815905,123.94152449144403,119.48790053997973,0.0
