,P_0,P_1,P_2,P_3,P_4
P_0,0.0,4.025146803684295,38.30866632513267,66.60545271619131,89.83842119522994
P_1,4.025146803684295,0.0,42.33381312881696,70.63059951987562,89.83843682466735
P_2,38.30866632513267,42.33381312881696,0.0,28.29678639105863,127.02185355433129
P_3,66.60545271619131,70.6305995198756,28.296786391058625,0.0,130.24621354904832
P_4,89.83842119522993,89.83843682466734,127.02185355433127,130.24621354904832,0.0
