,State_0,State_1,State_2,State_3,State_4
State_0,0.0,127.24540738479209,99.92851446102506,172.72921685502345,165.99632173896237
State_1,127.24540738479206,0.0,112.34767791191815,148.52732388476565,94.07651101825377
State_2,99.92851446102506,112.34767791191817,0.0,199.132560561503,123.94152449163467
State_3,172.7292168550234,148.52732388476565,199.13256056150294,0.0,119.48790053994622
State_4,165.99632173896234,94.07651101825377,123.94152449163465,119.48790053994622,0.0
