,P_0,P_1,P_2,P_3,P_4
P_0,0.0,4.929768333401788,46.884073603811146,71.35159661760315,109.38026926728219
P_1,4.929768333401788,0.0,51.81383837355411,75.94685117790337,107.04598103627725
P_2,46.884073603811146,51.81383837355411,0.0,32.860285864969654,138.51590357043398
P_3,71.35159661760315,75.94685117790334,32.860285864969654,0.0,138.147897856053
P_4,109.38026926728219,107.04598103627723,138.51590357043395,138.147897856053,0.0
