,P_0,P_1,P_2,P_3,P_4
P_0,0.0,155.90171755528465,121.9083387639393,103.95916284585867,81.143698871442
P_1,155.90171755528465,0.0,137.18525704026365,105.97381746052687,127.9804977209092
P_2,121.9083387639393,137.18525704026365,0.0,128.76859126994893,99.40322559396884
P_3,103.95916284585867,105.97381746052687,128.76859126994893,0.0,85.80891462242703
P_4,81.143698871442,127.9804977209092,99.40322559396884,85.80891462242703,0.0
