,P_0,P_1,P_2,P_3,P_4
P_0,0.0,152.63777880523043,214.29079348007772,145.76016109590248,169.49363649833776
P_1,152.63777880523043,0.0,226.9092631067156,163.4025660589419,115.09011561338238
P_2,214.2907934800777,226.9092631067156,0.0,123.49360191626835,161.15017736670947
P_3,145.76016109590248,163.40256605894194,123.49360191626839,0.0,104.1702202907255
P_4,169.4936364983377,115.09011561338238,161.15017736670947,104.17022029072547,0.0
