,0
0,1.0
1,0.027888033648630163
2,-0.026977426789905407
3,-0.024796346114638265
4,-0.005732136993040922
5,0.00913519797054681
6,-0.0002148838812894859
7,0.009954545917085241
8,0.0031632304221721466
9,0.005524397007419283
10,-0.008025523155407275
11,0.005477175726113955
12,0.0007971589987798471
13,-0.0025911155105964945
14,-0.0002928271813782448
15,-0.00365100204291905
16,0.0017673666266460862
17,-0.005201260600092421
18,-0.009694489147733755
19,0.001433270343869986
20,-0.0017534324285949636
21,-0.006257676981471723
22,-0.007226419330854926
23,-0.0012211346512102969
24,-0.000618156717549803
25,0.0016488933771292974
26,-0.0024979454765242117
27,0.003422461939205337
28,-0.00211358383012424
29,0.0065641486042429895
30,0.0022106875308357797
31,0.008695782859422336
32,0.00677263147396331
33,-0.0006346010937508959
34,0.0032484328517508273
35,-0.005900000536834084
36,0.002086901058607077
37,0.0015821553958497996
38,0.00022581555143842032
39,-0.004028616612812228
40,0.004732674015784992
41,-0.0032347384353252815
42,-0.01275660666729039
43,-0.00408315385144732
44,0.005830307658105667
45,-0.0012287162545711954
46,-0.011278782593504047
47,0.0008563781916256269
48,0.0009179634482596562
49,0.0004052412963581914
50,-0.006046087908088116
51,-0.011235455067730158
52,-0.011144124338796553
53,-0.0009165319537662953
54,0.002993745264784235
55,-0.0014960322076893657
56,0.00841561072689039
57,0.0012615208376456062
58,0.0023184301889751673
59,0.00033626081971194064
60,0.00128999984408124
61,-0.0005286583891339472
62,0.002090819825785497
63,0.0031404581041153644
64,0.0008480980247512492
65,-0.0031253251591127906
66,-0.00887902796874272
67,-0.0022799712705660544
68,0.004584531866302201
69,0.0019010957647519068
70,-0.010905055358680983
71,0.0035833378355059333
72,0.00218756192838735
73,0.006153625284602833
74,-0.002420605856329654
75,-0.0028710402430450997
76,-0.007135901302601384
77,0.004596515982201223
78,-0.0012277634738967612
79,-0.0007840543934349824
80,-0.005239689768527182
81,-0.005090056361554162
82,0.004012516260838214
83,0.0027634927134329115
84,0.0021782441583244935
85,-0.0065734136098621705
86,0.0008927827446736706
87,-0.004827545453320539
88,0.004198454623978295
89,-0.003534403576849211
90,-0.0014880908047163778
91,0.00082101809286818
92,0.005382195952829847
93,0.010059784996189902
94,0.004159135637601302
95,-0.002762529842053155
96,-0.0009932566831895313
97,0.0021375036586251837
98,-0.005701932172183804
99,-0.0028714509728907404
100,-0.005401713906684012
