,P_0,P_1,P_2,P_3,P_4
P_0,0.0,179.80291672618702,146.2598957535961,134.77075441078657,91.4532658456227
P_1,179.80291672618702,0.0,152.90714704496412,155.00597042164665,139.5236233210612
P_2,146.2598957535961,152.90714704496418,0.0,92.67534422739064,121.32923507110111
P_3,134.77075441078657,155.00597042164665,92.67534422739061,0.0,95.57930392544122
P_4,91.45326584562268,139.5236233210612,121.32923507110107,95.57930392544122,0.0
