,P_0,P_1,P_2,P_3,P_4
P_0,0.0,96.22665708680809,98.2746193392581,140.79982100587344,133.02440342206384
P_1,96.2266570868081,0.0,158.28534753065432,107.34350198979999,132.10585198940345
P_2,98.27461933925812,158.28534753065432,0.0,116.3754907553539,148.6072229801248
P_3,140.79982100587344,107.34350198979996,116.37549075535387,0.0,83.18765621112048
P_4,133.02440342206384,132.10585198940345,148.60722298012476,83.1876562111205,0.0
