,P_0,P_1,P_2,P_3,P_4
P_0,0.0,110.3803335782207,27.39957532905547,45.39820866022034,86.6580132079291
P_1,110.3803335782207,0.0,116.33661848017267,77.64005872966489,166.42178550297305
P_2,27.39957532905547,116.33661848017267,0.0,72.79778398927581,59.258437878873636
P_3,45.39820866022034,77.64005872966489,72.79778398927581,0.0,132.05622186814944
P_4,86.6580132079291,166.42178550297305,59.258437878873636,132.05622186814944,0.0
